1.05945760716 -1.68871629905e-15
1.17837282147 -1.82211478787e-16
1.31142886397 8.79519181984e-16
1.46030729428 1.40998858063e-15
1.62688963505 1.3535099532e-15
1.81328115056 7.19073985634e-16
2.02183745308 -3.66170612926e-16
2.25519427302 -1.57438600751e-15
2.51630076921 -2.25182082894e-15
2.80845680035 -1.23126809989e-15
3.13535462855 3.44592852237e-15
3.50112558205 2.53832861849e-09
3.91039226687 2.41483084963e-08
4.36832698722 9.72250174383e-08
4.88071711298 2.68898601702e-07
5.45403822036 5.81070882144e-07
6.0955359301 1.07589198327e-06
6.81331747746 1.77796084091e-06
7.61645417136 2.69399300808e-06
8.51509603733 3.80480856689e-06
9.52060009339 5.06775948343e-06
10.6456738798 6.48364908305e-06
11.9045360565 8.06965507342e-06
13.3130960989 9.86173143608e-06
14.8891553605 1.1993986234e-05
16.652632047 1.46673343224e-05
18.6258129416 1.79913748209e-05
20.8336350652 2.20280506116e-05
23.3040008297 2.68029819431e-05
26.0681306685 3.22741852029e-05
29.1609575996 3.83383290548e-05
32.6215687079 4.5003480735e-05
36.4936991278 5.23199981773e-05
40.8262847665 6.03425774475e-05
45.6740807549 6.9131823603e-05
51.0983534422 7.87568637444e-05
57.1676546786 8.92995780546e-05
63.9586881722 0.000100861301676
71.5572788691 0.00011357325082
