1.05945760716 1.11710178899e-08
1.17837282147 1.45107844381e-08
1.31142886397 1.83797504386e-08
1.46030729428 2.2873549814e-08
1.62688963505 2.81072012752e-08
1.81328115056 3.42193409738e-08
2.02183745308 4.137740752e-08
2.25519427302 4.97839910722e-08
2.51630076921 5.96846023057e-08
2.80845680035 7.13771688129e-08
3.13535462855 8.52236264591e-08
3.50112558205 1.01664041586e-07
3.91039226687 1.21233776178e-07
4.36832698722 1.44584290442e-07
4.88071711298 1.72508262093e-07
5.45403822036 2.05969782207e-07
6.0955359301 2.46140452747e-07
6.81331747746 2.94442242426e-07
7.61645417136 3.5259792716e-07
8.51509603733 4.22689805309e-07
9.52060009339 5.07227070425e-07
10.6456738798 6.0922164725e-07
11.9045360565 7.32271305512e-07
13.3130960989 8.80647248578e-07
14.8891553605 1.05938082168e-06
16.652632047 1.27434005051e-06
18.6258129416 1.53228076129e-06
20.8336350652 1.8408481237e-06
23.3040008297 2.20849127336e-06
26.0681306685 2.64423432196e-06
29.1609575996 3.1572188569e-06
32.6215687079 3.75589214227e-06
36.4936991278 4.44665622629e-06
40.8262847665 5.23170834256e-06
45.6740807549 6.10568147162e-06
51.0983534422 7.05052031425e-06
57.1676546786 8.02778048323e-06
63.9586881722 8.96718678579e-06
71.5572788691 9.74978682408e-06
