1.04677490714 2.05015592574e-07 4.18486325934e-08
1.14032472142 2.74409357046e-07 5.09565383556e-08
1.24262610345 4.7168943372e-07 6.67069594395e-08
1.35449776077 8.1180052581e-07 9.37386504209e-08
1.47683499085 9.77628532704e-07 1.05420395844e-07
1.61061684609 1.28291264689e-06 1.27027280517e-07
1.75691396905 1.54405908349e-06 1.42142160079e-07
1.91689716068 2.28167700357e-06 1.82680363081e-07
2.09184675018 2.62931354268e-06 2.02254887899e-07
2.28316284128 3.0293439111e-06 2.23935545612e-07
2.49237651717 4.08572524022e-06 2.70583764138e-07
2.72116209359 4.4525927729e-06 2.93595273043e-07
2.9713505182 5.14254026231e-06 3.28544845816e-07
3.24494402346 6.12952437569e-06 3.74420293573e-07
3.54413215032 7.4638144323e-06 4.26677871635e-07
3.87130927089 6.96986190265e-06 4.28965346759e-07
4.22909375032 9.09881894916e-06 5.09436058818e-07
4.62034890135 9.15649937157e-06 5.33112004455e-07
5.0482058991 1.09863407221e-05 6.08477135751e-07
5.51608883953 1.28836905488e-05 6.84760426903e-07
6.02774214214 1.51167332228e-05 7.72428984506e-07
6.58726051619 1.58306022803e-05 8.22993823756e-07
7.19912173021 1.73246710393e-05 9.00666759954e-07
7.86822244716 1.68399057311e-05 9.2143864513e-07
8.59991741193 2.21797367117e-05 1.10622472212e-06
9.40006230475 2.47796028096e-05 1.21491998332e-06
10.2750606037 2.68171421116e-05 1.32118576396e-06
11.231914831 2.50555405032e-05 1.32981001493e-06
12.2782825936 3.00966950922e-05 1.52596301548e-06
13.422537866 3.43234979653e-05 1.69718774477e-06
14.6738380066 3.6416518811e-05 1.82999892526e-06
16.042197043 3.73346791504e-05 1.92795454114e-06
17.5385658132 4.20041689515e-05 2.13795590799e-06
19.1749196038 4.8938147171e-05 2.41100946134e-06
20.9643539877 5.13983105661e-05 2.58286228797e-06
22.9211896259 6.17881276175e-05 2.95572698352e-06
25.0610868745 6.60800380234e-05 3.19037429945e-06
27.4011711134 6.38880947825e-05 3.28604901588e-06
29.9601697982 7.69834249658e-05 3.76538239652e-06
32.7585623347 7.32793290943e-05 3.83561538793e-06
35.8187439733 7.69789025088e-05 4.09717356852e-06
39.1652050358 8.14432603715e-05 4.4103998196e-06
42.8247269093 9.06231402001e-05 4.87898585914e-06
46.8265963743 9.12457711422e-05 5.10878239189e-06
51.2028399846 0.000118949720141 6.08599712877e-06
55.9884803718 0.000124162979512 6.50790843521e-06
61.2218165285 0.000126030023942 6.84501130376e-06
66.9447303107 0.000139194899563 7.51581812271e-06
73.2030216143 0.000136978519064 7.80507549758e-06
