3.12568971612 4.43790866047e-09 7.7254073696e-10
3.39308767911 7.99337220916e-09 1.14191031559e-09
3.68336112786 8.130598464e-09 1.19879134224e-09
3.99846702512 1.26926094069e-08 1.74346398611e-09
4.34052974878 2.43648165699e-08 2.54020772534e-09
4.711855414 2.97761843879e-08 3.02331346305e-09
5.11494742058 5.1016222584e-08 4.28118629632e-09
5.55252333031 5.56187557726e-08 4.87808757743e-09
6.02753318824 1.01291492059e-07 7.34845718269e-09
6.54317941124 1.4671872649e-07 9.53040541838e-09
7.10293837804 1.96698195867e-07 1.19706709886e-08
7.71058386625 2.62857787838e-07 1.47635642199e-08
8.37021249434 3.95793917145e-07 2.05209586574e-08
9.08627134025 6.0195321868e-07 2.74467042612e-08
9.86358792258 8.21765944097e-07 3.50721158391e-08
10.7074027468 1.0958366897e-06 4.48872197938e-08
11.6234046354 1.47179293014e-06 5.69880498431e-08
12.6177690813 1.86550733595e-06 6.96201154425e-08
13.697199881 2.30755262475e-06 8.45989837948e-08
14.8689743306 3.17101527931e-06 1.0882896265e-07
16.1409922879 4.04702950631e-06 1.32636034884e-07
17.5218294312 5.48721507549e-06 1.70975298519e-07
19.020795075 6.67927090104e-06 2.04286752941e-07
20.6479949315 8.44033894036e-06 2.52428847957e-07
22.414399241 1.03665496123e-05 3.04766726985e-07
24.3319167309 1.22640528953e-05 3.65318829061e-07
26.4134749022 1.61438183385e-05 4.54981142454e-07
28.6731071836 2.0169139435e-05 5.60470145687e-07
31.1260475423 2.28127079533e-05 6.40644665068e-07
33.788833188 2.79823886034e-05 7.77889027077e-07
36.6794160631 3.18728569937e-05 9.05859142414e-07
39.8172838714 3.77019423444e-05 1.06980082143e-06
43.2235914597 4.67865116757e-05 1.30670229401e-06
46.9213034399 5.32960480837e-05 1.51534024432e-06
50.9353490107 6.46967423844e-05 1.85074596257e-06
55.2927900258 7.39151237455e-05 2.16649064544e-06
60.0230034391 8.40129991416e-05 2.46990249699e-06
65.1578793577 9.23966005657e-05 2.83393157989e-06
70.7320360384 0.000113432629316 3.41392096199e-06
76.783053277 0.000126071467706 3.89436064308e-06
